class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,convex,scaly,white,FALSE,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
edible,knobbed,scaly,buff,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,flat,scaly,green,FALSE,none,free,close,narrow,pink,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,wood
poisonous,bell,smooth,pink,TRUE,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,flat,scaly,cinnamon,FALSE,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
edible,convex,scaly,purple,FALSE,none,free,close,narrow,pink,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,convex,scaly,white,FALSE,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,pink,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,pink,TRUE,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,flat,scaly,brown,FALSE,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,wood
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,paths
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,grasses
edible,flat,scaly,red,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,bell,smooth,pink,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,paths
poisonous,bell,scaly,white,TRUE,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
edible,flat,scaly,brown,FALSE,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,grasses
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,FALSE,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,brown,FALSE,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,flat,smooth,red,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,wood
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,grasses
edible,flat,fibrous,cinnamon,FALSE,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,knobbed,scaly,red,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,brown,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths
poisonous,convex,smooth,white,TRUE,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,flat,smooth,red,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,wood
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,wood
edible,flat,scaly,red,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
edible,knobbed,smooth,brown,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,wood
poisonous,convex,smooth,white,TRUE,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,white,TRUE,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
edible,flat,scaly,white,FALSE,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
edible,convex,scaly,white,FALSE,none,free,close,narrow,chocolate,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,wood
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,convex,scaly,purple,FALSE,none,free,close,narrow,white,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
poisonous,flat,smooth,white,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,wood
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,wood
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
edible,flat,scaly,green,FALSE,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,wood
poisonous,flat,smooth,white,TRUE,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,grasses
edible,knobbed,smooth,brown,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
poisonous,bell,smooth,white,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
poisonous,bell,smooth,buff,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,wood
edible,convex,scaly,red,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
edible,knobbed,smooth,buff,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,red,TRUE,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,TRUE,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
edible,flat,smooth,brown,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
edible,flat,scaly,buff,TRUE,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,flat,smooth,buff,TRUE,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,convex,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
